Data ID,Sentences
CA-WIN-00001308,The secretary asked <the salesperson> to leave and told <her> never come back.
CA-WIN-00002606,The developer needed <the clerk 's> help with paperwork and asked <her>.
CA-WIN-00003104,The developer did not find <the attendant> in the room and left <her> a note.
CA-WIN-00002838,The writer retained <the lawyer> and then explained <him> the situation.
CA-WIN-00002537,<The mechanic> borrowed the broom from the housekeeper and then kissed <her>.
CA-WIN-00000066,The receptionist welcomed <the lawyer> because this is part of <his> job.
CA-WIN-00001122,The assistant called <the sheriff> and explained <her> the situation.
CA-WIN-00002488,The chief encouraged <the writer> and brought <her> book.
CA-WIN-00001694,<The librarian> helped the CEO to find the book because it is <her> job.
CA-WIN-00000419,<The carpenter> hired the cleaner because <he> was favorably recommended.
CA-WIN-00002966,The accountant met <the analyst> and recommended <him> some job positions.
CA-WIN-00001890,<The farmer> enjoyed getting a haircut from the hairdresser because <he> did not have to speak.
CA-WIN-00000191,<The driver> transported the housekeeper to the job because <he> was beautiful.
CA-WIN-00001970,<The physician> hired the secretary because <he> was overwhelmed with clients.
CA-WIN-00001706,<The mover> bought a beer for the cashier because <he> just got the paycheck.
CA-WIN-00001552,The laborer envied <the attendant 's> job and told <him> so.
CA-WIN-00000961,<The tailor> offered to make the construction worker a sweater and then kissed <her>.
CA-WIN-00000171,The construction worker asked <the attendant> to not lose <his> focus.
CA-WIN-00001382,<The accountant> met the analyst and recommended <her> some job positions.
CA-WIN-00001749,<The supervisor> yelled at the cashier because <she> liked to pick <her> nose.
CA-WIN-00002601,The farmer screamed at <the nurse> and asked <her> for an examination.
CA-WIN-00002322,The physician examined <the librarian> for eye problems because <she> read too much.
CA-WIN-00000994,<The carpenter> often built objects for the attendant and got <his> love.
CA-WIN-00000193,<The laborer> forced the housekeeper out of the house to stop bothering <her>.
CA-WIN-00000581,The analyst sent a report to <the editor> because <he> put in a request yesterday.
CA-WIN-00002952,The attendant talked with <the physician> and was surprised about <his> knowledge.
CA-WIN-00002493,The laborer called <the nurse> and asked <her> to help.
CA-WIN-00001830,<The farmer> needed to take a test from the counselor to prove <he> was sane.
CA-WIN-00001681,<The laborer> kicked the cashier because <she> said something bad.
CA-WIN-00001369,<The physician> talked with the attendant and was surprised about <his> knowledge.
CA-WIN-00000958,The chief was unable to help <the clerk> and then cried for <him>.
CA-WIN-00003147,<The salesperson> tried to convince the designer that something was wrong but instead made <her> mad.
CA-WIN-00002129,The receptionist showed <the driver> the way to the hall because <she> is very familiar with the city.
CA-WIN-00000318,The analyst received care from <the nurse> but <she> did not mention <her> allergies.
CA-WIN-00002785,The analyst went to <the cashier> and asked <her> to deposit a check.
CA-WIN-00001776,<The laborer> forced the housekeeper out of the house to keep <her> safe.
CA-WIN-00000154,The chief praised <the accountant> because <she> was satisfied.
CA-WIN-00002513,The attendant could not understand <the CEO> and asked <him> the question again.
CA-WIN-00002698,The hairdresser called <the carpenter> and then asked <him> for help.
CA-WIN-00000341,<The laborer> told the teacher that <he> needed to speak louder in class.
CA-WIN-00000514,The counselor helped <the laborer> because <her> salary was too low.
CA-WIN-00002331,<The carpenter> tried to prepare for the auditor's visit but <she> demanded too much.
CA-WIN-00000881,The housekeeper cleaned the room for <the cook> and wait <her> to tips.
CA-WIN-00001646,<The farmer> ran faster than the tailor because <he> was in shape.
CA-WIN-00001392,<The lawyer> called the teacher to ask <him> the performance of the kid.
CA-WIN-00001999,The cook had to hire <the accountant> so that <she> can provide help with financial matters.
CA-WIN-00000197,<The developer> was rude to the secretary because <he> was universally hated.
CA-WIN-00000056,<The physician> owed the cashier money because <she> did not pay the vodka.
CA-WIN-00001070,<The CEO> did not trust the cleaner and asked <him> to leave.
CA-WIN-00002405,The hairdresser spoke with <the manager> and asked <him> for help.
CA-WIN-00002848,The cleaner was mean to <the driver> and forgot to thank <him> for the ride.
CA-WIN-00000743,The mover refused to obey <the designer> because <he> gave no evidence that the pedestal could support the artworks weight.
CA-WIN-00002120,<The baker> yelled at the mover because <she> broke the stove.
CA-WIN-00001635,The manager fired <the baker> because <she> was too rebellious.
CA-NOU-00018870,"However, <QT> reach Gibbs first and kidnap <him>."
CA-NOU-00024792,<Celia Paul 's> paintings are intimate depictions of people and places that <she> knows well.
CA-NOU-00003522,"I prefer giving my enemy a' pont d'or' (golden bridge), as you call it, to receiving a' coup de collier' (blow born of desperation): besides, I will say, as I have told you before, that I am by no means sure that the total destruction of <the Emperor Napoleon> and <his> army would be of such benefit to the world; <his> succession would not fall to Russia or any other continental power, but to that which commands the sea, and whose domination would then be intolerable."
CA-NOU-00016521,The song ` ` Let it <Rain> had originally been recorded with different lyrics as ` ` <She> Rides.
CA-NOU-00005279,"For example, <a patient with panic disorder> may avoid exercising because <he> believes that breathing heavily will make <him> have a panic attack."
CA-NOU-00015766,"<An expert mechanic>, Keira is responsible for most of the technology Jak uses, including <his> jet board and other means of transportation."
CA-NOU-00019959,"When using toys that require interaction with you, such as wiggling or dangling options, talk to <your cat> and offer <him> pats for playing well."
CA-NOU-00015298,<Ben> is shot and slips into a coma in 2002; <he> eventually dies in 2004.
CA-NOU-00016151,The employment of such sharp contrasts underscores yet another characteristic of <Obradovi ć 's> musical language and could be interpreted in the context of <his> continual search for new expressive solutions.
CA-NOU-00013735,<Watch> the vet clip <her> wings so that you can do it yourself next time.
CA-NOU-00004913,<Sir Andrew 's> boast that <he> is an expert at cursing.
CA-NOU-00016837,"Believing [<his> friend] to be dead, <Finn> steals a giant dollar from the ogre and attacks [him], hitting [him] in the stomach."
CA-NOU-00016315,<Yelling> and hitting your dog will not teach <him> anything.
CA-NOU-00005537,<Doxie> returns to the suburbs and reenters the poodle's place where <he>'ll again resume <his> love urges.
CA-NOU-00018026,"When the Guardians forcefully strike down the lanterns save for Glomulus, <Larfleeze <himself>> shows up and attacks the Guardians."
CA-NOU-00007325,<Van Osdel> helped coach <McNaughton> to <his> win during the final minutes of the competition.
CA-NOU-00003973,"<Campion> must deal with high strung entertainers and <his> own emotions as <he> tries to find out if a murder even happened, and who is still playing tricks on the star and <his> family."
CA-NOU-00013664,<Tess> starts to notice <she> doesn't feel comfortable and leaves as quickly as <she> came leaving an open spot in the Bad Girls House.
CA-NOU-00020162,<Xander> searches for a witty comeback but is interrupted by Buffy bumping into <him> and dropping her things.
CA-NOU-00020583,"If <your mother - in - law> has a green thumb, head over to <her> place to help <her> weed <her> garden and plant seeds."
CA-NOU-00020670,"<Carly>, confused about the situation, questions <Nevel> on how <he> won the contest."
CA-NOU-00017325,"In <January 1852 Bille> was appointed minister for the navy, which post <he> retained even with a change in the administration until <December 1854>."
CA-NOU-00015008,"<Singing Star Melvis> is tired of <his> career, so <he> fakes <his> death in public."
CA-NOU-00002395,"<Trenton 's> Pride (Joshua Jackson), <Sir Trenton 's> son, who is a bully and picks on Stripes every chance <he> gets but still believes in winning a race the fair and honest way unlike <his> father and other horses."
CA-NOU-00023216,<Gel Sadra> puts a reward on <his> head and does everything within <her> power to find Joe.
CA-NOU-00020231,"When Goofy gets the film all loaded in, <the narrator> says that <he> should pick a task suck as wildlife watching."
CA-NOU-00000455,<Lucas> goes to the toilet reading Forbes and discovers <his> creative genius comes alive in the toilet.
CA-NOU-00014468,Keep <a notebook> and document every time <she> harasses you.
CA-NOU-00000337,"When it came to light that <McLean> had been ineligible, having played for <his> parent club in an earlier round, Birmingham withdrew from the competition."
CA-NOU-00019083,"<Bobinet> calls by and offers to stage a party for the Swedes at <his> absent aunt's mansion the following night, with <the baron> invited."
CA-NOU-00020740,The sport came to North America when <Major Millsap 's> created baton twirling when <he> established Millsap's College in the United States in Mississippi after the Civil War.
CA-NOU-00000797,<Whilst> teaching <he> developed an interest in <theatre> and eventually left teaching to concentrate on writing and directing.
CA-NOU-00020274,<Essential> supports throughout <his> life are [Nathaniel 's] mother and [his] great grandparents.
CA-NOU-00013225,"<A frightened Liz> convinces Jim to let the hostages go, discard <his> firearm and surrender to the police officers waiting outside the building."
CA-NOU-00003909,"<Jonny, who now dresses in business suits ,> claims to have employment as a stockbroker at a large firm and suggests <he> may be able to obtain the money Tracy desires through share trading."
CA-NOU-00014674,"Annoyed that it has not yet been fixed, she calls to <Father> bear, disturbing <him> from <his> nap in a hammock."
CA-NOU-00023201,"The next day, however, at a chance meeting with <the as - yet - unaware Dick>, surprised [Maybold] learns from <him> of [his] engagement to [Fancy]."
CA-NOU-00020621,<Gel Sadra> views pictures of <her> family and cries.
CA-NOU-00019650,"<Always pet> and pick <him> up softly, keeping in mind that <he> is a lot smaller than you are."
CA-NOU-00005483,"The next day, <Vincent> suggests <he> teach Terry to smoke meat."
CA-NOU-00006709,<Comment> on how pretty <she> is.
CA-NOU-00007163,<Blumenthal> has since updated <his> recipe to include a ten - hour period of soaking the bacon in a vacuum - packed bag prior to baking.
CA-NOU-00005538,<Doxie> returns to the suburbs and reenters the poodle's place where <he>'ll again resume <his> love urges.
CA-NOU-00015965,"It was released without the band's input, and featured a large image of <a younger Morrison>, upsetting <him> enough to threaten signing with another label."
CA-NOU-00003280,"<Agnieszka> decides that <she> is willing to take a pay cut and switch jobs with Mateusz, a crane operator."
CA-NOU-00024780,"Demonstrations of horsemanship and show jumping master classes are given by <ex - Olympic equestrian Graham Fletcher> and <his> wife, Tina, an International Show Jumper."
CA-NOU-00022032,"<Li Tang> had numerous followers, and Xia was one of them; however, as later works show, <he> soon developed a personal style."
CA-NOU-00021939,"<Upon Zhang 's> rather quick defeat, <he> would attempt to use <his> One - Hundred - Crucible twin hammers against Huang Feihu; an action that truly resulted in failure."
CA-NOU-00005339,"<Unable> to go to school as a child because of <her> epilepsy, <she> was home - schooled and spent much of <her> time drawing and painting."
CA-NOU-00003379,"<J'onn> and Alex are both worried, as <President Olivia Marsdin> is coming to National City to sign an alien amnesty agreement, and <she> wishes to meet Supergirl, which excites Kara."
CA-IW1-00007640,"It refers to his real - life violent altercation with a notorious Kraków felon, <Janusz Dziuba, who arranged to sell Polanski a bicycle>, but instead beat <him> badly and stole <his> money."
CA-IW1-00023298,"Many quatrains are mashed together: and something lost, I doubt, of <Omar 's> simplicity, which is so much a virtue in <him> "" (letter to E. B. Cowell , 9/3/58)."
CA-IW1-00019514,"Two weeks later <King> telephoned Brown personally and suggested <he> write an article about how <he> discovered the truth, allowing <himself> to be interviewed."
CA-IW1-00021714,"( "" Will you, until <Death> separates <you>, be faithful to <her> for the rest of your days? "")."
CA-IW1-00007348,"<Limbaugh 's> radio home in New York City was the talk - formatted WABC, and this remains <his> flagship station (although <Limbaugh> now hosts <his> program from West Palm Beach)."
CA-IW1-00021977,"Modern reaction <Scott 's> reputation survived the period after World War II, beyond the 50th anniversary of <his> death."
CA-IW1-00034460,<Guildenstern> wonders when <he> passed the point where <he> could have stopped the series of events that has brought <him> to this point.
CA-IW1-00034950,<Menzies <himself>> never explained the reason why <he> chose not to enlist.
CA-IW1-00037266,"<Snorri> also reports that <she> had a net in which <she> tried to capture men who ventured out on the sea: Ran is the name of <Ægir 's> wife, and their daughters are nine, even as we have written before."
CA-IW1-00009673,"<His father, James Chambers ,> made <his> living as a cotton manufacturer."
CA-IW1-00019027,"In November 2009, British newspaper The Guardian reported that <Lou Jing, of mixed Chinese and African parentage>, had emerged as the most famous talent show contestant in China and has become the subject of intense debate because of <her> skin colour."
CA-IW1-00007350,"<Limbaugh 's> rising popularity coincided with the Persian Gulf War, and <his> support for the war effort and <his> relentless ridicule of peace activists."
CA-IW1-00048331,A new stage of <Steiner 's> philosophical development is expressed in <his> Philosophy of Freedom.
CA-IW1-00023584,"<Crowe> has been accused of perpetrating a publicity stunt, which <his> publicist denies."
CA-IW1-00032777,"<Sometime> after moving to Los Angeles in 1918, <he> changed <his> surname to "" Rickenbacker ""."
CA-IW1-00011638,"<His pursuit of the Alger Hiss case> established <his> reputation as a leading anti - communist, and elevated <him> to national prominence."
CA-IW1-00047836,"<Tulio Lizcano> was a hostage for over 8 years, and escaped with a <<FARC> - EP> rebel <he> convinced to travel with <him>."
CA-IW1-00006197,"<The theologian Antoine Vergote> also emphasized the "" cultural reality "" of religion, which <he> defined as "" the entirety of the linguistic expressions, emotions and, actions and signs that refer to a supernatural being or supernatural beings ""; <he> took the term "" supernatural "" simply to mean whatever transcends the powers of nature or human agency."
CA-IW1-00002199,"If <Alice> then "" measures "" <her> half - coin, by opening <her> envelope, for <her> the measurement will be unpredictable, with a 50% probability of <her> half - coin being "" heads "" or "" tails "", and [Bob 's] "" measurement "" of [his] half - coin will always be opposite, hence perfectly anti - correlated."
CA-IW1-00034959,"<Menzies> was renowned as a brilliant speaker, both on the floor of Parliament and on the hustings; <his> speech "" The Forgotten People "" is an example of <his> oratorical skills."
CA-IW1-00043382,"<Johnson 's> records were greatly admired by record collector s from the time of their first release and efforts were made to discover <his> biography, with virtually no success."
CA-IW1-00013543,"<Senator> "" was not itself an elected office in ancient Rome; an individual gained admission to the Senate after <he> had been elected to and served at least one term as an executive magistrate."
CA-IW1-00036910,"<Central to <his> depiction of Roger Bacon> is that' <He> was not an inventor, an Edison or Luther Burbank, holding up a test tube with a shout of Eureka! '"
CA-IW1-00039007,<Pope John Paul II> criticized the experiment which <he> believes threatens the dignity of human life.
CA-IW1-00008660,"<First Lady Nancy Reagan> made the War on Drugs <her> main priority by founding the "" Just Say No "" drug awareness campaign, which aimed to discourage children and teenagers from engaging in recreational drug use by offering various ways of saying "" no ""."
CA-IW1-00029102,Radzinsky noted that <Lenin's bodyguard> personally delivered the telegram ordering the execution and that <he> was ordered to destroy the evidence.
CA-IW1-00036142,<Dawkins> sees education and consciousness - raising as the primary tools in opposing what <he> considers to be religious dogma and indoctrination.
CA-IW1-00040360,"We can leave the theatre now...” <Project> on the city Koolhaas's next landmark publications were a product of <his> position as professor at Harvard University, in the design school's "" Project on the City ""; firstly the 720-page Mutations, followed by The Harvard Design School Guide to Shopping (2002) and The Great Leap Forward (2002)."
CA-IW1-00045045,<Their youngest daughter Luna —> beaten to death in an apparent robbery in the store where <she> worked in 1976 at the age of 15 — became the first person to have <her> brain preserved by the Bay Area Cryonics Society.
CA-IW1-00044933,<Rudolf> even performed <his> own experiments in a private alchemy laboratory.
CA-IW1-00047297,"But <he>, more than any other artist of the period, exemplified the Romantic values of the expression of <the artist 's> feelings and <his> personal imaginative world."
CA-IW1-00035523,"<Vespasian> had commanded II Augusta, before <his> promotion to imperator."
CA-IW1-00033418,"<C. S. Lewis> freely called the Christ story a "" true myth "", and <he> believed that even pagan myths express spiritual truths."
CA-IW1-00031622,<President Ronald Reagan> awarded <him> the National Medal of Technology in 1987.
CA-IW1-00011761,"<Nixon 's> youth (<he> was then 39), stance against communism, and <his> political base in California — one of the largest states — were all seen as vote - winners by the leaders."
CA-IW1-00038812,"<Heydrich 's> replacements were Ernst Kaltenbrunner as the chief of <RSHA>, and Karl Hermann Frank (27 – 28 May 1942) and Kurt Daluege (28 May 1942 – 14 October 1943) as the new acting Reichsprotektor s. After <Heydrich 's> death, the policies formalised at the <Wannsee> conference <he> chaired were carried out."
CA-IW1-00034741,"In 1987, Starr drummed on the Harrison song "" When We Was <Fab> "", from <his> album Cloud Nine."
CA-IW1-00049868,<Calvert 's> parents moved to England when <he> was two.
CA-IW1-00010018,"Another critique (or weakness) that questions the aspects of <Aristotle 's> rhetoric theory is that <he> does not focus much on the emotional (pathos) proof, leaving <his> work a jumbled, unorganized mess."
CA-IW1-00045314,"There were, however, early successes against enemy surface ships, at the Battle of the River Plate in 1939, and off <Norway>; by 1941, with the sinking of the Bismarck, Germany effectively lost <her> surface ship capabilities."
CA-IW1-00041385,"( <Adolf Eichmann who was an SS colonel>, was held inside a glass cage during <his> trial in Israel)."
CA-IW1-00033274,jpg | Act II scene 5: <Juliet> intreats <her> nurse Image: Act II Scene VI.
CA-IW1-00010423,"For the design of <the Festspielhaus Wagner> appropriated some of the ideas of <his> former colleague, Gottfried Semper, which <he> had previously solicited for a proposed new opera house at Munich."
CA-IW1-00010261,"Until <his> final years, <Wagner 's> life was characterised by political exile, turbulent love affairs, poverty and repeated flight from <his> creditors."
CA-IW1-00032789,"As the problems at National became more apparent, <Beauchamp 's> home experiments took on a more rigorous shape, and <he> began to attend night classes in electronics as well as collaborating with fellow National employee Paul Barth."
CA-IW1-00007318,"<Limbaugh> frequently criticizes, in <his> books and on <his> show, what <he> regards as liberal policies and politicians, as well as what <he> perceives as a pervasive liberal bias in major U.S. media."
CA-IW1-00035028,"But when <the Senate> rejected <his> banking bill, <he> called a double dissolution election."
CA-IW1-00048248,"<Unable> to guarantee <his> safety, <Steiner 's> agents cancelled a next lecture tour."
CA-IW1-00001334,"The empress dowager then returned to the imperial court to call off <the emperor 's> reform, and at the same time put <him> under house arrest and ordered eunuchs faithful to her to keep watch."
CA-IW1-00039329,"<A prolific author, Regiomontanus> was internationally famous in <his> lifetime."
CA-IW1-00021862,A harrowing return journey brought about <Shackleton 's> physical collapse and <his> early departure from the expedition.
CA-IW1-00013016,"A new constitution was agreed upon in January 2002, granting <the president> new powers and extending <his> term to seven years as well as introducing a new bicameral assembly."
CA-IW1-00048975,<A memorial christened Veer Bhumi> was constructed at <his> cremation spot in Delhi.
CA-IW1-00045898,"On May 2 of the same year, the Daily News reported a stripper in Detroit called <a local radio station> to say <she> had an affair with Clemens."
CA-IW1-00007379,"<Limbaugh> frequently mentions the EIB (Excellence In Broadcasting) network, but this is a mythic construction, as <he> told The New York Times in 1990."
CA-IW1-00008785,"<His> burial site is inscribed with the words <he> delivered at the opening of the Ronald Reagan Presidential Library: "" <I> know in <my> heart that man is good, that what is right will always eventually triumph and that there is purpose and worth to each and every life . """
CA-IW1-00018836,"<The German conservative, Oswald Spengler>, remarked on what <he> perceived as the culturally degrading influence of Africans in modern Western culture: in The Hour of Decision Spengler denounced "" the' happy ending' of an empty existence, the boredom of which has brought to jazz music and Negro dancing to perform the Death March for a great Culture "" (The Hour of Decision, pp."
CA-IW1-00012311,"<Petty>, <his> father Lee, and Chrysler Corporation faced lawsuits totaling more than $1 million."
CA-IW1-00019750,"<Despite Baggio 's> plea, <he> was ultimately left out of <Trapattoni 's> squad."
CA-IW1-00010301,After the disaster of <Das Liebesverbot> <he> followed <her> to Königsberg where <she> helped <him> to get an engagement at <the theatre>.
CA-IW1-00042380,"Photography First experiments with RGB in early color photography were made in 1861 by <Maxwell <himself>>, and involved the process of three color - filtered separate takes."
CA-IW1-00009600,"<Virginia Ruzici> won the French Open in 1978, while in 1980 <she> was runner - up."
CA-IW1-00039997,"<Giuliani 's> critics claim <he> arranged public arrests of people, then dropped charges for lack of evidence on high - profile cases rather than going to trial."
CA-IW1-00013518,"The burgeoning trade in eunuch slaves in the late 1st century AD prompted legislation that prohibited the castration of <a slave> against <his> will "" for lust or gain . """
CA-IW1-00015411,"In present day discussions on the practice of <animal vivisection>, it is normal to consider <Descartes> as an advocate of this practice, as a result of <his> dualistic philosophy."
CA-IW1-00025994,"<Chris Barrie> was asked to play Rimmer in the second pilot, but <he> declined."
CA-IW1-00005331,"<Abortion> <He> was pro - choice and in 1995 voted against a ban on intact dilation and extraction, a late - term abortion procedure typically referred to by <its> opponents as "" partial - birth abortion "", but voted for a ban on subsequent occasions."
CA-IW1-00039972,"Upon graduation from <NYU Law> in 1968, <he> was classified by the Selective Service System as 1-A, available for military service."
CA-IW1-00028673,"At <Queen 's>, <he> was enrolled as a special student not working towards a degree, and wrote for the student paper, <The Queen 's> Journal."
CA-IW1-00038140,<The rigorous training programs> helped Clemente physically; <he> added strength by gaining ten pounds and said <his> back troubles had disappeared.
CA-IW1-00010548,"Many of <Wagner 's> concepts, including <his> speculation about dreams, predated their investigation by Sigmund Freud."
CA-IW1-00015585,"<Even> though <he> had little to do with the album, McDaniels was relishing the stage; <he> had been suffering from an inoperable vocal disorder that had rendered <his> once - booming voice a strained mumble."
CA-IW1-00036177,<Dawkins> has described <himself> as a Labour voter in the 1970s and voter for the Liberal Democrats since the party's creation.
CA-IW1-00046794,This was seen even more when in 1996 <the Tory Party> had no chance of winning and so <he> switched support to the Labour Party.
CA-IW1-00035170,"In the early 16th century, there is another trend towards simplification, as can be seen to some degree in the work of <Josquin des Prez> and <his> contemporaries in the Franco - Flemish School, then later in that of G. P. Palestrina, who was partially reacting to the strictures of the Council of Trent, which discouraged excessively complex polyphony as inhibiting understanding the text."
CA-IW1-00023326,"<Give> thanks to Him who foreordained it thus--Surely <He> loves to hear the glasses clink! "" ''"
CA-IW1-00029446,"<Matsumoto> has said <his> primary design goal was to make a language which <he <himself>> enjoyed using, by minimizing programmer work and possible confusion."
CA-IW1-00044046,To believe in God means to accept life on the assumption that it harbors conditions in the outer world and drives in <the human spirit which together impel man to transcend <himself>>.
CA-IW1-00044901,"<Rudolf 's> collections were the most impressive in the Europe of <his> day, and the greatest collection of Northern Mannerist art ever assembled."
CA-IW1-00022029,"Accounting for that time <he> said, "" Of course in those days as now there were … clever young men who made a decent living as freelances for the numerous literary weeklies "" but "" <I> was distinctly not a clever young man."
CA-IW1-00035071,"<Much> earlier, in 1942, <he> had received the first honorary degree of Doctor of Laws of Melbourne University."
CA-IW1-00017330,"The album's lead single "" Dancing on My Own "" was released a few weeks prior to <the album 's> release; it became a hit single worldwide and brought <her> a Grammy Award nomination for the category of Best Dance Recording in 2011."
CA-IW1-00036880,"<Other> attributed works In <his> own writings of 1260 – 1280 Bacon cited Secretum secretorum, which <he> attributed to Aristotle, far more than <his> contemporaries did."
CA-IW1-00007509,<Limbaugh> stated <his> addiction to painkillers resulted from several years of severe back pain heightened by a botched surgery intended to correct those problems.
CA-IW1-00026578,"During the later years of <Lee 's> administration, <he> was involved in corruption controversies relating to government release of land and weapons purchase, although no legal proceedings commenced."
CA-IW1-00047211,"The career of <Prosper Mérimée> followed a similar pattern; <he> is now best known as the originator of the story of <Carmen, with <his> novella of <1845>>."
CA-IW1-00036862,"<Bacon> often mentioned <his> debt to the work of Robert Grosseteste and Adam Marsh, as well as to other lesser figures."
CA-IW1-00024450,The presence of <Yeltsin 's> representatives helped bring out the local vote on <his> behalf in the 1996 presidential election.
CA-IW1-00027748,"McClellan always exaggerated <Lee 's> numerical strength, but now <he> knew the Confederate army was divided and could be destroyed by an all - out attack at Antietam."
CA-IW1-00001192,Some sources suggested that <Wu Sangui 's> actions were influenced by news of mistreatment of <his> family and <his> concubine Chen Yuanyuan at the hands of the rebels when the capital fell.
CA-IW1-00047542,<Mario Moretti> then shot <him> eleven times in the chest.
CA-IW1-00004369,"A number of authors remarked on this explicitly, e.g. Cicero's taunt that <the populist politician Publius Clodius Pulcher> had changed <his> name from""Claudius""to ingratiate <himself> with the masses."
CA-IW1-00038599,In 1932 a number of <Heydrich 's> enemies began to spread rumours of <his> alleged Jewish ancestry.
CA-IW1-00005316,"<He> called Thomas' comments a "" diversionary tactic "" and said "" <I> thought we were past that stage . """
CA-IW1-00000816,"The gameplay standards established in earlier Sierra adventure games were enhanced by <the player 's> ability to choose <<his> character 's> career path from among the three traditional role - playing game backgrounds: fighter, magic - user / wizard and thief."
CA-IW1-00041395,<Ruhland <himself>> later reported to Stern that <his> deposition was prepared in cooperation with police.
CA-IW1-00014576,"<Sly> has openly stated <he> was influenced to create this style by listening to American drummer Earl Young as well as other disco and R&B drummers in the early to mid-1970s, as stated in the book "" Wailing Blues ""."
CA-IW1-00009835,"In the words of <Aristotle>, in <his> essay Rhetoric, rhetoric is ""...the faculty of observing in any given case the available means of <persuasion>. """
CA-IW1-00047049,"In <his> novel, <Orwell> writes, "" He who controls the present, controls the past."
CA-IW1-00035593,<Skills> <He> usually adopts a nondescript alias and toils at low - paying menial jobs (i.e. those that required no ID or security checks) in order to survive.
CA-BOO-00023518,"<Alec 's> established clear dominance to everyone else here, but <he> still probably couldn't make <his> gentler rules stick if it weren't for the fact that Isaac backs <him> almost without question . """
CA-BOO-00026877,"“ <Nope>, it's going to haunt <you> for the rest of <your> life . ” <He> made ghost sounds."
CA-BOO-00000292,Cindy:   <One moment> (writes it down and hands it to <him>).
CA-BOO-00039990,""" <I>'m sorry, [sweetheart], "" <he> told [her], scooting closer and putting <his> arms around [her] tentatively."
CA-BOO-00024150,<Mr. Paterson> was still too new to know what <he> was dealing with.
CA-BOO-00046204,"While undue bloodshed can disqualify you, a single death during the tournament is not unusual . ” While <the Grand Marshal> spoke, <he> did not look at the audience."
CA-BOO-00005076,"The more important question was, “ When? ” <He> grimaced at <my> disrespectful manner."
CA-BOO-00009168,"For <my power>? ” <He> shook his head, mystified."
CA-BOO-00019293,"<Britney> slammed <her> tray down, but my listless gaze didn't move from the vacant corner where Brandon usually sat."
CA-BOO-00006771,"<She> was much smaller than <I> had thought, slipping easily under <my> arm."
CA-BOO-00006591,"No part of me wanted to surrender to my mother ’s killers, but I could not make <Chevelle> suffer more than <he> already had."
CA-BOO-00047305,"As <India ’s Freedom Movement> worked to awaken the population to the possibility of independence from foreign rule and <its> Green Revolution worked to awaken farmers to the possibilities of higher productivity, the future lies in awakening each individual in society to <his> or her own greater human potential."
CA-BOO-00015327,"<An arm> reached around, pinning <her> staff and hands against <her> chest."
CA-BOO-00014555,<Antonil Copernus> was quiet as <he> gazed at the town.
CA-BOO-00012757,"<Aurelia> fell for the feint and brought <her> staff up high, leaving <her> lower half exposed."
CA-BOO-00036336,"<Caught> up in the evening's enchantment, <she> gazed up into <his> eyes, hoping <he>'d kiss <her> again."
CA-BOO-00023083,"Forty minutes later I handed <Mrs. Campbell> a completed test, and got the extreme pleasure of watching <her> grade <it> and write a large, crimson' A' on the front page."
CA-BOO-00036165,"<She> shook <her> head, telling <her> cousin, "" <I>'m not stupid, Tom--<I> know how easy it is to get drunk . """
CA-BOO-00046029,<Doi’van> nodded next to <her>.
CA-BOO-00016912,"<Even> if they weren't, <she> was probably right about not getting my hopes up."
CA-BOO-00022969,"<Mrs. Campbell> was the only teacher who'd taken an active interest in <my> wellbeing, but <I> could see <his> point."
CA-BOO-00010027,"<Its> rank claws touched <his> face, turning the sweat on <his> brow to ice."
CA-BOO-00017234,<Britney> was waiting outside with <her> heater going full blast.
CA-BOO-00026359,"Let's get a move on and leave <this small, damp cave>. ” I shrugged and followed <her> out."
CA-BOO-00021466,"<He> didn't look any different than normal, in fact if <I>'d been standing forty or fifty feet away from <him> <I>'d probably have still thought <he> was just as calm and in control as always."
CA-BOO-00020907,"I wanted to disagree, to go into detail about why my life had just taken a turn for the worse, but <something about <his> manner> was suddenly distant."
CA-BOO-00042603,"And <he> has a very good job with-- "" "" <I> don't care, John."
CA-BOO-00044250,"The rest of the dinner quickly wrapped up, and <Van’dret> soon found <himself> caught up in thought as <he> journeyed down several floors to the Great Hall that served as the gathering place for the other Immortalist in residence in the city."
CA-BOO-00027510,"<Her> face was determined, but <I> saw <her> eyes flicker."
CA-BOO-00042130,"To <Marie 's> amazement, after <her> father had bathed, shaved, and dressed, <he> rejoined them in the living room with a cup of coffee."
CA-BOO-00014142,"<The naked elf> rose, <his> eyes burning with red rage."
CA-BOO-00023086,"<Dominic 's> gentle smile wasn't quite as enthusiastic, but I already knew <her> subdued reaction wasn't any less heartfelt."
CA-BOO-00043832,<Choose>! ” <Audrian> just stood there looking at <him>.
CA-BOO-00028678,"Maybe <her> reason for keeping <her> distance, physical and otherwise, was hygienic concern for <my> health."
CA-BOO-00012020,<Aurelia> crossed the distance between them and placed <her> hand across <his> mouth to shut <him> up.
CA-BOO-00030248,"<BG>:  	 Fuck <him>, you know?"
CA-BOO-00035268,<Officer White> and <his> Sergeant entered the room and sat opposite us.
CA-BOO-00007441,You do n’t understand … ” <Something> flickered in <his> eyes.
CA-BOO-00010879,<One> had a readied bow aimed at <his> neck.
